sha,author,date,message
52,Mozilla Releng Treescript,"December 30, 2024 07:02 PM",no bug Bumping Mobile ln changesets rrelease alnbump DONTBUILD CLOSED TREE ach adddefffbedcdcf an adddefffbedcdcf ar adddefffbedcdcf ast adddefffbedcdcf az adddefffbedcdcf be adddefffbedcdcf bg adddefffbedcdcf bn adddefffbedcdcf br adddefffbedcdcf bs adddefffbedcdcf ca adddefffbedcdcf cak adddefffbedcdcf cs adddefffbedcdcf cy adddefffbedcdcf da adddefffbedcdcf de adddefffbedcdcf dsb adddefffbedcdcf el adddefffbedcdcf enCA adddefffbedcdcf enGB adddefffbedcdcf eo adddefffbedcdcf esAR adddefffbedcdcf esCL adddefffbedcdcf esES adddefffbedcdcf esMX adddefffbedcdcf et adddefffbedcdcf eu adddefffbedcdcf fa adddefffbedcdcf ff adddefffbedcdcf fi adddefffbedcdcf fr adddefffbedcdcf fyNL adddefffbedcdcf gaIE adddefffbedcdcf gd adddefffbedcdcf gl adddefffbedcdcf gn adddefffbedcdcf guIN adddefffbedcdcf he adddefffbedcdcf hiIN adddefffbedcdcf hr adddefffbedcdcf hsb adddefffbedcdcf hu adddefffbedcdcf hyAM adddefffbedcdcf ia adddefffbedcdcf id adddefffbedcdcf is adddefffbedcdcf it adddefffbedcdcf ja adddefffbedcdcf ka adddefffbedcdcf kab adddefffbedcdcf kk adddefffbedcdcf km adddefffbedcdcf kn adddefffbedcdcf ko adddefffbedcdcf lij adddefffbedcdcf lo adddefffbedcdcf lt adddefffbedcdcf ltg adddefffbedcdcf lv adddefffbedcdcf meh adddefffbedcdcf mix adddefffbedcdcf ml adddefffbedcdcf mr adddefffbedcdcf ms adddefffbedcdcf my adddefffbedcdcf nbNO adddefffbedcdcf neNP adddefffbedcdcf nl adddefffbedcdcf nnNO adddefffbedcdcf oc adddefffbedcdcf paIN adddefffbedcdcf pl adddefffbedcdcf ptBR adddefffbedcdcf ptPT adddefffbedcdcf rm adddefffbedcdcf ro adddefffbedcdcf ru adddefffbedcdcf sk adddefffbedcdcf sl adddefffbedcdcf son adddefffbedcdcf sq adddefffbedcdcf sr adddefffbedcdcf svSE adddefffbedcdcf ta adddefffbedcdcf te adddefffbedcdcf th adddefffbedcdcf tl adddefffbedcdcf tr adddefffbedcdcf trs adddefffbedcdcf uk adddefffbedcdcf ur adddefffbedcdcf uz adddefffbedcdcf vi adddefffbedcdcf wo adddefffbedcdcf xh adddefffbedcdcf zam adddefffbedcdcf zhCN adddefffbedcdcf zhTW adddefffbedcdcf
53,Mozilla Releng Treescript,"December 30, 2024 07:02 PM",no bug Bumping Firefox ln changesets rrelease alnbump DONTBUILD CLOSED TREE ach adddefffbedcdcf af adddefffbedcdcf an adddefffbedcdcf ar adddefffbedcdcf ast adddefffbedcdcf az adddefffbedcdcf be adddefffbedcdcf bg adddefffbedcdcf bn adddefffbedcdcf bo adddefffbedcdcf br adddefffbedcdcf brx adddefffbedcdcf bs adddefffbedcdcf ca adddefffbedcdcf cavalencia adddefffbedcdcf cak adddefffbedcdcf ckb adddefffbedcdcf cs adddefffbedcdcf cy adddefffbedcdcf da adddefffbedcdcf de adddefffbedcdcf dsb adddefffbedcdcf el adddefffbedcdcf enCA adddefffbedcdcf enGB adddefffbedcdcf eo adddefffbedcdcf esAR adddefffbedcdcf esCL adddefffbedcdcf esES adddefffbedcdcf esMX adddefffbedcdcf et adddefffbedcdcf eu adddefffbedcdcf fa adddefffbedcdcf ff adddefffbedcdcf fi adddefffbedcdcf fr adddefffbedcdcf fur adddefffbedcdcf fyNL adddefffbedcdcf gaIE adddefffbedcdcf gd adddefffbedcdcf gl adddefffbedcdcf gn adddefffbedcdcf guIN adddefffbedcdcf he adddefffbedcdcf hiIN adddefffbedcdcf hr adddefffbedcdcf hsb adddefffbedcdcf hu adddefffbedcdcf hyAM adddefffbedcdcf hye adddefffbedcdcf ia adddefffbedcdcf id adddefffbedcdcf is adddefffbedcdcf it adddefffbedcdcf ja adddefffbedcdcf jaJPmac adddefffbedcdcf ka adddefffbedcdcf kab adddefffbedcdcf kk adddefffbedcdcf km adddefffbedcdcf kn adddefffbedcdcf ko adddefffbedcdcf lij adddefffbedcdcf lo adddefffbedcdcf lt adddefffbedcdcf ltg adddefffbedcdcf lv adddefffbedcdcf meh adddefffbedcdcf mk adddefffbedcdcf mr adddefffbedcdcf ms adddefffbedcdcf my adddefffbedcdcf nbNO adddefffbedcdcf neNP adddefffbedcdcf nl adddefffbedcdcf nnNO adddefffbedcdcf oc adddefffbedcdcf paIN adddefffbedcdcf pl adddefffbedcdcf ptBR adddefffbedcdcf ptPT adddefffbedcdcf rm adddefffbedcdcf ro adddefffbedcdcf ru adddefffbedcdcf sat adddefffbedcdcf sc adddefffbedcdcf scn adddefffbedcdcf sco adddefffbedcdcf si adddefffbedcdcf sk adddefffbedcdcf skr adddefffbedcdcf sl adddefffbedcdcf son adddefffbedcdcf sq adddefffbedcdcf sr adddefffbedcdcf svSE adddefffbedcdcf szl adddefffbedcdcf ta adddefffbedcdcf te adddefffbedcdcf tg adddefffbedcdcf th adddefffbedcdcf tl adddefffbedcdcf tr adddefffbedcdcf trs adddefffbedcdcf uk adddefffbedcdcf ur adddefffbedcdcf uz adddefffbedcdcf vi adddefffbedcdcf wo adddefffbedcdcf xh adddefffbedcdcf zhCN adddefffbedcdcf zhTW adddefffbedcdcf
54,Sandor Molnar,"December 30, 2024 06:06 PM",Backed out changeset abec bug for causing build bustages FFmpegVideoDecoderh CLOSED TREE
55,alwu,"December 30, 2024 05:35 PM",Bug perform seeking on the newly created state machine if there is an unfinished seeking on previous state machine rmediaplaybackreviewersjolin For ExternalEngineStateMachine if the seeking happens before the engine initialization the seeking would not be executed immediately and be postponed If we switch to another state machine afterward in SetStatusUpdateForNewlyCreatedStateMachineIfNeeded we will perform the seeking again This patch makes decision to perform a pending seek by checking mLogicallySeeking not mLogicalPosition That allows a pending seeking to second being able to run correctly Differential Revision httpsphabricatorservicesmozillacomD
56,Mugurell,"December 30, 2024 05:35 PM",Bug part Update search engine selector content description when in toolbar display mode randroidreviewersRoger Differential Revision httpsphabricatorservicesmozillacomD
57,Mugurell,"December 30, 2024 05:35 PM",Bug part Update search engine selector content description when in toolbar edit mode randroidreviewersRoger Differential Revision httpsphabricatorservicesmozillacomD
58,alwu,"December 30, 2024 05:35 PM",Bug set correct color depth for AV PIX FMT DD and AV PIX FMT VAAPI VLD rmediaplaybackreviewersjolin Differential Revision httpsphabricatorservicesmozillacomD
59,Stephen A Pohl,"December 30, 2024 04:33 PM",Bug Fix a regression caused by the fix for bug that prevented the window menu from displaying the menu items that are being added by macOS rmstange Differential Revision httpsphabricatorservicesmozillacomD
60,Nicholas Poon,"December 30, 2024 03:32 PM",Bug Fix history undo snackbar on fragment change randroidreviewerstthibaud Differential Revision httpsphabricatorservicesmozillacomD
61,Jeremy Swinarton,"December 30, 2024 02:56 PM",Bug Closed tab groups from the last session appear correctly in history menus rdaosessionstorereviewers Differential Revision httpsphabricatorservicesmozillacomD
62,hanna.alemu,"December 30, 2024 02:26 PM",Bug FxMS Docs Add aboutwelcome and asrouter build steps in source docs romcreviewersaminomancer Differential Revision httpsphabricatorservicesmozillacomD
63,sarah541,"December 30, 2024 02:05 PM",Bug Update telemetry for navigation bar landscape mode randroidreviewersRoger Differential Revision httpsphabricatorservicesmozillacomD
64,ffxbld,"December 30, 2024 01:32 PM",No Bug mozillacentral repoupdate HSTS HPKP ctlogs rreleasemanagersRyanVM Differential Revision httpsphabricatorservicesmozillacomD
65,Alexandru Marc,"December 30, 2024 11:02 AM",Backed out changesets bug for causing performance regressions CLOSED TREE Backed out changeset bccfe bug Backed out changeset dae bug Backed out changeset feda bug Backed out changeset cbde bug Backed out changeset b bug Backed out changeset fbb bug Backed out changeset dfadb bug 
66,Alexandru Marc,"December 30, 2024 10:57 AM",Backed out changeset efbaaec bug for causing conflicts
67,Alexandru Marc,"December 30, 2024 10:57 AM",Backed out changeset dfcdfde bug for causing conflicts
68,Alexandru Marc,"December 30, 2024 10:25 AM",Backed out changeset aebcdb bug for causing conflicts CLOSED TREE
69,Mirko Brodesser,"December 30, 2024 09:29 AM",Bug part Add WPTs for checking parseFromStrings trusted types sink string of the default policy rsmaug Differential Revision httpsphabricatorservicesmozillacomD
70,Mirko Brodesser,"December 30, 2024 09:29 AM",Bug part Add WPTs for checking innerHTMLs trusted types sink string of the default policy rsmaug A test for Element innerHTML already exists at httpssearchfoxorgmozillacentralrevdffafeccaebdceecctestingwebplatformteststrustedtypesdefaultpolicyhtml Differential Revision httpsphabricatorservicesmozillacomD
71,Mirko Brodesser,"December 30, 2024 09:29 AM",Bug part Add WPTs for checking outerHTMLs trusted types sink string of the default policy rsmaug Differential Revision httpsphabricatorservicesmozillacomD
72,Mirko Brodesser,"December 30, 2024 09:29 AM",Bug part Add WPTs for checking setHTMLUnsafes trusted types sink string of the default policy rsmaug The strings in the production code contain a superfluous whitespace No separate issues are filed for fixing those as all failing tests will be audited according to httpsbugzillamozillaorgshow bugcgiidc That is auditing at all test meta files Differential Revision httpsphabricatorservicesmozillacomD
73,Mirko Brodesser,"December 30, 2024 09:29 AM",Bug part Add WPTs for checking Documentwrites and Documentwritelns sink values passed to the default policy rsmaug Differential Revision httpsphabricatorservicesmozillacomD
74,Mirko Brodesser,"December 30, 2024 09:29 AM",Bug part Extend WPT to check sink value of Document parseHTMLUnsafe rsmaug One step towards fixing httpsgithubcomwctrustedtypesissues Differential Revision httpsphabricatorservicesmozillacomD
75,Henrik Skupin,"December 30, 2024 09:18 AM",Bug wdspec Address pointer navigation rounding isses of mouse target position rwebdriverreviewersjdescottes This patch updates the pointer navigation tests for both BiDi and classic WebDriver protocols to handle rounding discrepancies when asserting mouse target positions Differential Revision httpsphabricatorservicesmozillacomD
76,Tom Schuster,"December 30, 2024 08:44 AM",Bug Disallow inline event handlers in browserxhtml in debug builds and test rfreddybGijs Differential Revision httpsphabricatorservicesmozillacomD
77,Mozilla Releng Treescript,"December 30, 2024 07:01 AM",no bug Bumping Mobile ln changesets rrelease alnbump DONTBUILD CLOSED TREE ach acfacdecaeefdaac an acfacdecaeefdaac ar acfacdecaeefdaac ast acfacdecaeefdaac az acfacdecaeefdaac be acfacdecaeefdaac bg acfacdecaeefdaac bn acfacdecaeefdaac br acfacdecaeefdaac bs acfacdecaeefdaac ca acfacdecaeefdaac cak acfacdecaeefdaac cs acfacdecaeefdaac cy acfacdecaeefdaac da acfacdecaeefdaac de acfacdecaeefdaac dsb acfacdecaeefdaac el acfacdecaeefdaac enCA acfacdecaeefdaac enGB acfacdecaeefdaac eo acfacdecaeefdaac esAR acfacdecaeefdaac esCL acfacdecaeefdaac esES acfacdecaeefdaac esMX acfacdecaeefdaac et acfacdecaeefdaac eu acfacdecaeefdaac fa acfacdecaeefdaac ff acfacdecaeefdaac fi acfacdecaeefdaac fr acfacdecaeefdaac fyNL acfacdecaeefdaac gaIE acfacdecaeefdaac gd acfacdecaeefdaac gl acfacdecaeefdaac gn acfacdecaeefdaac guIN acfacdecaeefdaac he acfacdecaeefdaac hiIN acfacdecaeefdaac hr acfacdecaeefdaac hsb acfacdecaeefdaac hu acfacdecaeefdaac hyAM acfacdecaeefdaac ia acfacdecaeefdaac id acfacdecaeefdaac is acfacdecaeefdaac it acfacdecaeefdaac ja acfacdecaeefdaac ka acfacdecaeefdaac kab acfacdecaeefdaac kk acfacdecaeefdaac km acfacdecaeefdaac kn acfacdecaeefdaac ko acfacdecaeefdaac lij acfacdecaeefdaac lo acfacdecaeefdaac lt acfacdecaeefdaac ltg acfacdecaeefdaac lv acfacdecaeefdaac meh acfacdecaeefdaac mix acfacdecaeefdaac ml acfacdecaeefdaac mr acfacdecaeefdaac ms acfacdecaeefdaac my acfacdecaeefdaac nbNO acfacdecaeefdaac neNP acfacdecaeefdaac nl acfacdecaeefdaac nnNO acfacdecaeefdaac oc acfacdecaeefdaac paIN acfacdecaeefdaac pl acfacdecaeefdaac ptBR acfacdecaeefdaac ptPT acfacdecaeefdaac rm acfacdecaeefdaac ro acfacdecaeefdaac ru acfacdecaeefdaac sk acfacdecaeefdaac sl acfacdecaeefdaac son acfacdecaeefdaac sq acfacdecaeefdaac sr acfacdecaeefdaac svSE acfacdecaeefdaac ta acfacdecaeefdaac te acfacdecaeefdaac th acfacdecaeefdaac tl acfacdecaeefdaac tr acfacdecaeefdaac trs acfacdecaeefdaac uk acfacdecaeefdaac ur acfacdecaeefdaac uz acfacdecaeefdaac vi acfacdecaeefdaac wo acfacdecaeefdaac xh acfacdecaeefdaac zam acfacdecaeefdaac zhCN acfacdecaeefdaac zhTW acfacdecaeefdaac
78,Mozilla Releng Treescript,"December 30, 2024 07:01 AM",no bug Bumping Firefox ln changesets rrelease alnbump DONTBUILD CLOSED TREE ach acfacdecaeefdaac af acfacdecaeefdaac an acfacdecaeefdaac ar acfacdecaeefdaac ast acfacdecaeefdaac az acfacdecaeefdaac be acfacdecaeefdaac bg acfacdecaeefdaac bn acfacdecaeefdaac bo acfacdecaeefdaac br acfacdecaeefdaac brx acfacdecaeefdaac bs acfacdecaeefdaac ca acfacdecaeefdaac cavalencia acfacdecaeefdaac cak acfacdecaeefdaac ckb acfacdecaeefdaac cs acfacdecaeefdaac cy acfacdecaeefdaac da acfacdecaeefdaac de acfacdecaeefdaac dsb acfacdecaeefdaac el acfacdecaeefdaac enCA acfacdecaeefdaac enGB acfacdecaeefdaac eo acfacdecaeefdaac esAR acfacdecaeefdaac esCL acfacdecaeefdaac esES acfacdecaeefdaac esMX acfacdecaeefdaac et acfacdecaeefdaac eu acfacdecaeefdaac fa acfacdecaeefdaac ff acfacdecaeefdaac fi acfacdecaeefdaac fr acfacdecaeefdaac fur acfacdecaeefdaac fyNL acfacdecaeefdaac gaIE acfacdecaeefdaac gd acfacdecaeefdaac gl acfacdecaeefdaac gn acfacdecaeefdaac guIN acfacdecaeefdaac he acfacdecaeefdaac hiIN acfacdecaeefdaac hr acfacdecaeefdaac hsb acfacdecaeefdaac hu acfacdecaeefdaac hyAM acfacdecaeefdaac hye acfacdecaeefdaac ia acfacdecaeefdaac id acfacdecaeefdaac is acfacdecaeefdaac it acfacdecaeefdaac ja acfacdecaeefdaac jaJPmac acfacdecaeefdaac ka acfacdecaeefdaac kab acfacdecaeefdaac kk acfacdecaeefdaac km acfacdecaeefdaac kn acfacdecaeefdaac ko acfacdecaeefdaac lij acfacdecaeefdaac lo acfacdecaeefdaac lt acfacdecaeefdaac ltg acfacdecaeefdaac lv acfacdecaeefdaac meh acfacdecaeefdaac mk acfacdecaeefdaac mr acfacdecaeefdaac ms acfacdecaeefdaac my acfacdecaeefdaac nbNO acfacdecaeefdaac neNP acfacdecaeefdaac nl acfacdecaeefdaac nnNO acfacdecaeefdaac oc acfacdecaeefdaac paIN acfacdecaeefdaac pl acfacdecaeefdaac ptBR acfacdecaeefdaac ptPT acfacdecaeefdaac rm acfacdecaeefdaac ro acfacdecaeefdaac ru acfacdecaeefdaac sat acfacdecaeefdaac sc acfacdecaeefdaac scn acfacdecaeefdaac sco acfacdecaeefdaac si acfacdecaeefdaac sk acfacdecaeefdaac skr acfacdecaeefdaac sl acfacdecaeefdaac son acfacdecaeefdaac sq acfacdecaeefdaac sr acfacdecaeefdaac svSE acfacdecaeefdaac szl acfacdecaeefdaac ta acfacdecaeefdaac te acfacdecaeefdaac tg acfacdecaeefdaac th acfacdecaeefdaac tl acfacdecaeefdaac tr acfacdecaeefdaac trs acfacdecaeefdaac uk acfacdecaeefdaac ur acfacdecaeefdaac uz acfacdecaeefdaac vi acfacdecaeefdaac wo acfacdecaeefdaac xh acfacdecaeefdaac zhCN acfacdecaeefdaac zhTW acfacdecaeefdaac
79,Mozilla Releng Treescript,"December 30, 2024 12:17 AM",no bug Import translations from androidln rrelease aln CLOSED TREE
80,Hiroyuki Ikezoe,"December 29, 2024 10:14 PM",Bug Use promiseNativeTouchDrag rather than synthesizeNativeTouchDrag rbotond It appears to be stabler Differential Revision httpsphabricatorservicesmozillacomD
81,Mozilla Releng Treescript,"December 29, 2024 07:02 PM",no bug Bumping Mobile ln changesets rrelease alnbump DONTBUILD CLOSED TREE ach fbdacecffbebdccab an fbdacecffbebdccab ar fbdacecffbebdccab ast fbdacecffbebdccab az fbdacecffbebdccab be fbdacecffbebdccab bg fbdacecffbebdccab bn fbdacecffbebdccab br fbdacecffbebdccab bs fbdacecffbebdccab ca fbdacecffbebdccab cak fbdacecffbebdccab cs fbdacecffbebdccab cy fbdacecffbebdccab da fbdacecffbebdccab de fbdacecffbebdccab dsb fbdacecffbebdccab el fbdacecffbebdccab enCA fbdacecffbebdccab enGB fbdacecffbebdccab eo fbdacecffbebdccab esAR fbdacecffbebdccab esCL fbdacecffbebdccab esES fbdacecffbebdccab esMX fbdacecffbebdccab et fbdacecffbebdccab eu fbdacecffbebdccab fa fbdacecffbebdccab ff fbdacecffbebdccab fi fbdacecffbebdccab fr fbdacecffbebdccab fyNL fbdacecffbebdccab gaIE fbdacecffbebdccab gd fbdacecffbebdccab gl fbdacecffbebdccab gn fbdacecffbebdccab guIN fbdacecffbebdccab he fbdacecffbebdccab hiIN fbdacecffbebdccab hr fbdacecffbebdccab hsb fbdacecffbebdccab hu fbdacecffbebdccab hyAM fbdacecffbebdccab ia fbdacecffbebdccab id fbdacecffbebdccab is fbdacecffbebdccab it fbdacecffbebdccab ja fbdacecffbebdccab ka fbdacecffbebdccab kab fbdacecffbebdccab kk fbdacecffbebdccab km fbdacecffbebdccab kn fbdacecffbebdccab ko fbdacecffbebdccab lij fbdacecffbebdccab lo fbdacecffbebdccab lt fbdacecffbebdccab ltg fbdacecffbebdccab lv fbdacecffbebdccab meh fbdacecffbebdccab mix fbdacecffbebdccab ml fbdacecffbebdccab mr fbdacecffbebdccab ms fbdacecffbebdccab my fbdacecffbebdccab nbNO fbdacecffbebdccab neNP fbdacecffbebdccab nl fbdacecffbebdccab nnNO fbdacecffbebdccab oc fbdacecffbebdccab paIN fbdacecffbebdccab pl fbdacecffbebdccab ptBR fbdacecffbebdccab ptPT fbdacecffbebdccab rm fbdacecffbebdccab ro fbdacecffbebdccab ru fbdacecffbebdccab sk fbdacecffbebdccab sl fbdacecffbebdccab son fbdacecffbebdccab sq fbdacecffbebdccab sr fbdacecffbebdccab svSE fbdacecffbebdccab ta fbdacecffbebdccab te fbdacecffbebdccab th fbdacecffbebdccab tl fbdacecffbebdccab tr fbdacecffbebdccab trs fbdacecffbebdccab uk fbdacecffbebdccab ur fbdacecffbebdccab uz fbdacecffbebdccab vi fbdacecffbebdccab wo fbdacecffbebdccab xh fbdacecffbebdccab zam fbdacecffbebdccab zhCN fbdacecffbebdccab zhTW fbdacecffbebdccab
82,Mozilla Releng Treescript,"December 29, 2024 07:02 PM",no bug Bumping Firefox ln changesets rrelease alnbump DONTBUILD CLOSED TREE ach fbdacecffbebdccab af fbdacecffbebdccab an fbdacecffbebdccab ar fbdacecffbebdccab ast fbdacecffbebdccab az fbdacecffbebdccab be fbdacecffbebdccab bg fbdacecffbebdccab bn fbdacecffbebdccab bo fbdacecffbebdccab br fbdacecffbebdccab brx fbdacecffbebdccab bs fbdacecffbebdccab ca fbdacecffbebdccab cavalencia fbdacecffbebdccab cak fbdacecffbebdccab ckb fbdacecffbebdccab cs fbdacecffbebdccab cy fbdacecffbebdccab da fbdacecffbebdccab de fbdacecffbebdccab dsb fbdacecffbebdccab el fbdacecffbebdccab enCA fbdacecffbebdccab enGB fbdacecffbebdccab eo fbdacecffbebdccab esAR fbdacecffbebdccab esCL fbdacecffbebdccab esES fbdacecffbebdccab esMX fbdacecffbebdccab et fbdacecffbebdccab eu fbdacecffbebdccab fa fbdacecffbebdccab ff fbdacecffbebdccab fi fbdacecffbebdccab fr fbdacecffbebdccab fur fbdacecffbebdccab fyNL fbdacecffbebdccab gaIE fbdacecffbebdccab gd fbdacecffbebdccab gl fbdacecffbebdccab gn fbdacecffbebdccab guIN fbdacecffbebdccab he fbdacecffbebdccab hiIN fbdacecffbebdccab hr fbdacecffbebdccab hsb fbdacecffbebdccab hu fbdacecffbebdccab hyAM fbdacecffbebdccab hye fbdacecffbebdccab ia fbdacecffbebdccab id fbdacecffbebdccab is fbdacecffbebdccab it fbdacecffbebdccab ja fbdacecffbebdccab jaJPmac fbdacecffbebdccab ka fbdacecffbebdccab kab fbdacecffbebdccab kk fbdacecffbebdccab km fbdacecffbebdccab kn fbdacecffbebdccab ko fbdacecffbebdccab lij fbdacecffbebdccab lo fbdacecffbebdccab lt fbdacecffbebdccab ltg fbdacecffbebdccab lv fbdacecffbebdccab meh fbdacecffbebdccab mk fbdacecffbebdccab mr fbdacecffbebdccab ms fbdacecffbebdccab my fbdacecffbebdccab nbNO fbdacecffbebdccab neNP fbdacecffbebdccab nl fbdacecffbebdccab nnNO fbdacecffbebdccab oc fbdacecffbebdccab paIN fbdacecffbebdccab pl fbdacecffbebdccab ptBR fbdacecffbebdccab ptPT fbdacecffbebdccab rm fbdacecffbebdccab ro fbdacecffbebdccab ru fbdacecffbebdccab sat fbdacecffbebdccab sc fbdacecffbebdccab scn fbdacecffbebdccab sco fbdacecffbebdccab si fbdacecffbebdccab sk fbdacecffbebdccab skr fbdacecffbebdccab sl fbdacecffbebdccab son fbdacecffbebdccab sq fbdacecffbebdccab sr fbdacecffbebdccab svSE fbdacecffbebdccab szl fbdacecffbebdccab ta fbdacecffbebdccab te fbdacecffbebdccab tg fbdacecffbebdccab th fbdacecffbebdccab tl fbdacecffbebdccab tr fbdacecffbebdccab trs fbdacecffbebdccab uk fbdacecffbebdccab ur fbdacecffbebdccab uz fbdacecffbebdccab vi fbdacecffbebdccab wo fbdacecffbebdccab xh fbdacecffbebdccab zhCN fbdacecffbebdccab zhTW fbdacecffbebdccab
83,sotaro,"December 29, 2024 11:26 AM",Bug backout D rgfxreviewerslsalzman With D FFmpegVideoDecoder was not created Instead MFTDecoder was used It is necessary to backout Differential Revision httpsphabricatorservicesmozillacomD
